text,label
"A tent caught fire at a camping site near the hill at temple late morning, people burning belongings and some trapped. Help now, it's serious.",fire
"A tent caught fire at a camping site near the hill near hotel late morning, people burning belongings and some trapped. Help now, it's serious. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in remote area early morning, residents coughing and trapped on first floor. Firefighters required now. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in remote area during day, residents coughing and trapped on first floor. Firefighters required now.",fire
"There is thick black smoke coming from a guesthouse in market at night, residents coughing and trapped on first floor. Firefighters required now.",fire
"LPG cylinder exploded in a roadside eatery on highway at night, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is critical and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room near hotel during day, sirens needed and crowd control. Please send fire unit immediately. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen in market during day, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen near station late morning, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately.",fire
"LPG cylinder exploded in a roadside eatery at temple late morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning on highway late morning, fire spreading quickly and smoke heavy. Please send fire services immediately. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in market evening, residents coughing and trapped on first floor. Firefighters required now.",fire
"I smell gas and there is hissing sound near the restaurant in remote area afternoon. Evacuating people now, need help fast, possible explosion risk. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning at temple during day, fire spreading quickly and smoke heavy. Please send fire services immediately. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant at temple afternoon. Evacuating people now, need help fast, possible explosion risk. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop at temple early morning. The blaze is growing and people are evacuating, urgent help needed. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop at temple afternoon. The blaze is growing and people are evacuating, urgent help needed.",fire
"A vehicle caught fire on the highway near hotel during day, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"Small spark grew into a blaze in storage room in market evening, sirens needed and crowd control. Please send fire unit immediately. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room in remote area late morning, sirens needed and crowd control. Please send fire unit immediately. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway at tourist spot evening, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"LPG cylinder exploded in a roadside eatery in market early morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop near station evening. The blaze is growing and people are evacuating, urgent help needed.",fire
"LPG cylinder exploded in a roadside eatery at tourist spot at night, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is critical and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop in market late morning. The blaze is growing and people are evacuating, urgent help needed. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning at tourist spot early morning, fire spreading quickly and smoke heavy. Please send fire services immediately. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A tent caught fire at a camping site near the hill at tourist spot during day, people burning belongings and some trapped. Help now, it's serious.",fire
"Fire broke out in a hotel kitchen in remote area at night, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse near station during day, residents coughing and trapped on first floor. Firefighters required now.",fire
"A vehicle caught fire on the highway at tourist spot at night, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"A tent caught fire at a camping site near the hill near station afternoon, people burning belongings and some trapped. Help now, it's serious. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse on highway afternoon, residents coughing and trapped on first floor. Firefighters required now.",fire
"Forest area near the tourist trail is burning in market evening, fire spreading quickly and smoke heavy. Please send fire services immediately. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex in market early morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant on highway afternoon. Evacuating people now, need help fast, possible explosion risk.",fire
"Electrical short caused sparks and flames in a market shop in remote area evening. The blaze is growing and people are evacuating, urgent help needed.",fire
"Electrical short caused sparks and flames in a market shop near hotel during day. The blaze is growing and people are evacuating, urgent help needed.",fire
"Fire broke out in a hotel kitchen near station during day, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in remote area during day, residents coughing and trapped on first floor. Firefighters required now.",fire
"Flames in the temple complex in market at night, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning on highway evening, fire spreading quickly and smoke heavy. Please send fire services immediately.",fire
"LPG cylinder exploded in a roadside eatery in remote area at night, multiple injured and fire spreading. Send ambulance and fire brigade urgently.",fire
"Flames in the temple complex in market during day, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"I smell gas and there is hissing sound near the restaurant in remote area evening. Evacuating people now, need help fast, possible explosion risk. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room near station afternoon, sirens needed and crowd control. Please send fire unit immediately. Fire is stable but bleeding and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway near station late morning, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse at temple at night, residents coughing and trapped on first floor. Firefighters required now. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway in remote area afternoon, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"There is thick black smoke coming from a guesthouse in market late morning, residents coughing and trapped on first floor. Firefighters required now. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in remote area early morning, residents coughing and trapped on first floor. Firefighters required now. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room at tourist spot at night, sirens needed and crowd control. Please send fire unit immediately.",fire
"Forest area near the tourist trail is burning near hotel late morning, fire spreading quickly and smoke heavy. Please send fire services immediately.",fire
"A vehicle caught fire on the highway near hotel late morning, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"A vehicle caught fire on the highway near hotel early morning, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery in remote area late morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning in remote area early morning, fire spreading quickly and smoke heavy. Please send fire services immediately. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning at temple evening, fire spreading quickly and smoke heavy. Please send fire services immediately. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen on highway early morning, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant near hotel late morning. Evacuating people now, need help fast, possible explosion risk.",fire
"LPG cylinder exploded in a roadside eatery near station evening, multiple injured and fire spreading. Send ambulance and fire brigade urgently.",fire
"Small spark grew into a blaze in storage room on highway at night, sirens needed and crowd control. Please send fire unit immediately. Fire is smoke-filled and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning in market early morning, fire spreading quickly and smoke heavy. Please send fire services immediately.",fire
"Small spark grew into a blaze in storage room near station during day, sirens needed and crowd control. Please send fire unit immediately. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop in market during day. The blaze is growing and people are evacuating, urgent help needed.",fire
"A tent caught fire at a camping site near the hill near hotel afternoon, people burning belongings and some trapped. Help now, it's serious. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in market evening, residents coughing and trapped on first floor. Firefighters required now.",fire
"LPG cylinder exploded in a roadside eatery at tourist spot early morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is stable but bleeding and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in market early morning, residents coughing and trapped on first floor. Firefighters required now.",fire
"Electrical short caused sparks and flames in a market shop at temple early morning. The blaze is growing and people are evacuating, urgent help needed. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway at temple during day, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway near hotel late morning, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"LPG cylinder exploded in a roadside eatery near hotel late morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex in market late morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway in remote area evening, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"Small spark grew into a blaze in storage room near station afternoon, sirens needed and crowd control. Please send fire unit immediately.",fire
"Fire broke out in a hotel kitchen at temple afternoon, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately.",fire
"Forest area near the tourist trail is burning in remote area late morning, fire spreading quickly and smoke heavy. Please send fire services immediately.",fire
"Fire broke out in a hotel kitchen on highway during day, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant in remote area early morning. Evacuating people now, need help fast, possible explosion risk. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex in market during day, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"There is thick black smoke coming from a guesthouse near hotel during day, residents coughing and trapped on first floor. Firefighters required now. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room at tourist spot evening, sirens needed and crowd control. Please send fire unit immediately. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant at temple afternoon. Evacuating people now, need help fast, possible explosion risk. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant near hotel evening. Evacuating people now, need help fast, possible explosion risk.",fire
"Electrical short caused sparks and flames in a market shop near station during day. The blaze is growing and people are evacuating, urgent help needed. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop near station afternoon. The blaze is growing and people are evacuating, urgent help needed.",fire
"There is thick black smoke coming from a guesthouse at temple evening, residents coughing and trapped on first floor. Firefighters required now.",fire
"Flames in the temple complex on highway afternoon, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse at temple evening, residents coughing and trapped on first floor. Firefighters required now. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex near station evening, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"Flames in the temple complex at temple during day, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is smoke-filled and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant in remote area late morning. Evacuating people now, need help fast, possible explosion risk.",fire
"Electrical short caused sparks and flames in a market shop in remote area evening. The blaze is growing and people are evacuating, urgent help needed. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen at temple at night, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room in remote area early morning, sirens needed and crowd control. Please send fire unit immediately. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen near hotel during day, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen near hotel late morning, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex at temple early morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant in market afternoon. Evacuating people now, need help fast, possible explosion risk. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex near station late morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"Electrical short caused sparks and flames in a market shop at temple afternoon. The blaze is growing and people are evacuating, urgent help needed.",fire
"LPG cylinder exploded in a roadside eatery in remote area early morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning in remote area at night, fire spreading quickly and smoke heavy. Please send fire services immediately.",fire
"Forest area near the tourist trail is burning in market during day, fire spreading quickly and smoke heavy. Please send fire services immediately. Fire is critical and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway in market late morning, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex in market at night, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen on highway at night, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately.",fire
"LPG cylinder exploded in a roadside eatery in market late morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop near hotel late morning. The blaze is growing and people are evacuating, urgent help needed. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex at tourist spot during day, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is smoke-filled and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A tent caught fire at a camping site near the hill near hotel early morning, people burning belongings and some trapped. Help now, it's serious.",fire
"I smell gas and there is hissing sound near the restaurant in market afternoon. Evacuating people now, need help fast, possible explosion risk. Fire is stable but bleeding and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway on highway during day, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room near station early morning, sirens needed and crowd control. Please send fire unit immediately. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery in market during day, multiple injured and fire spreading. Send ambulance and fire brigade urgently.",fire
"A vehicle caught fire on the highway at temple evening, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"A vehicle caught fire on the highway at tourist spot evening, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex on highway evening, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is smoke-filled and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse near station evening, residents coughing and trapped on first floor. Firefighters required now. Fire is smoke-filled and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant at temple evening. Evacuating people now, need help fast, possible explosion risk. Fire is smoke-filled and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in remote area at night, residents coughing and trapped on first floor. Firefighters required now.",fire
"A tent caught fire at a camping site near the hill at temple during day, people burning belongings and some trapped. Help now, it's serious.",fire
"Flames in the temple complex in remote area late morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"Small spark grew into a blaze in storage room in remote area at night, sirens needed and crowd control. Please send fire unit immediately. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Forest area near the tourist trail is burning on highway evening, fire spreading quickly and smoke heavy. Please send fire services immediately.",fire
"A tent caught fire at a camping site near the hill in market during day, people burning belongings and some trapped. Help now, it's serious.",fire
"There is thick black smoke coming from a guesthouse in remote area evening, residents coughing and trapped on first floor. Firefighters required now. Fire is critical and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen at tourist spot late morning, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery on highway during day, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is critical and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery in remote area evening, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex in remote area afternoon, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"Flames in the temple complex at tourist spot at night, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"I smell gas and there is hissing sound near the restaurant on highway early morning. Evacuating people now, need help fast, possible explosion risk. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen near station during day, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A tent caught fire at a camping site near the hill on highway late morning, people burning belongings and some trapped. Help now, it's serious.",fire
"Electrical short caused sparks and flames in a market shop near station during day. The blaze is growing and people are evacuating, urgent help needed. Fire is stable but bleeding and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery in market during day, multiple injured and fire spreading. Send ambulance and fire brigade urgently.",fire
"Small spark grew into a blaze in storage room near station late morning, sirens needed and crowd control. Please send fire unit immediately.",fire
"LPG cylinder exploded in a roadside eatery in remote area evening, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway at temple afternoon, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is critical and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A tent caught fire at a camping site near the hill on highway during day, people burning belongings and some trapped. Help now, it's serious. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room on highway evening, sirens needed and crowd control. Please send fire unit immediately.",fire
"I smell gas and there is hissing sound near the restaurant near station at night. Evacuating people now, need help fast, possible explosion risk.",fire
"There is thick black smoke coming from a guesthouse near hotel at night, residents coughing and trapped on first floor. Firefighters required now. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen in market early morning, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A tent caught fire at a camping site near the hill in remote area afternoon, people burning belongings and some trapped. Help now, it's serious. Fire is stable but bleeding and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room near station evening, sirens needed and crowd control. Please send fire unit immediately. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A tent caught fire at a camping site near the hill at temple evening, people burning belongings and some trapped. Help now, it's serious. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery near hotel at night, multiple injured and fire spreading. Send ambulance and fire brigade urgently.",fire
"Flames in the temple complex at tourist spot late morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please.",fire
"LPG cylinder exploded in a roadside eatery at temple afternoon, multiple injured and fire spreading. Send ambulance and fire brigade urgently.",fire
"Small spark grew into a blaze in storage room in market during day, sirens needed and crowd control. Please send fire unit immediately.",fire
"Flames in the temple complex near station late morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex at tourist spot during day, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is smoke-filled and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Fire broke out in a hotel kitchen near station evening, smoke everywhere and guests trapped. It's urgent, please send fire brigade immediately.",fire
"I smell gas and there is hissing sound near the restaurant at temple late morning. Evacuating people now, need help fast, possible explosion risk. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant on highway early morning. Evacuating people now, need help fast, possible explosion risk. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway in remote area afternoon, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside.",fire
"Electrical short caused sparks and flames in a market shop on highway evening. The blaze is growing and people are evacuating, urgent help needed. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant in remote area at night. Evacuating people now, need help fast, possible explosion risk. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in remote area late morning, residents coughing and trapped on first floor. Firefighters required now. Fire is multiple casualties and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex near station late morning, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is stable but bleeding and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room in market late morning, sirens needed and crowd control. Please send fire unit immediately. Fire is trapped and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop near station at night. The blaze is growing and people are evacuating, urgent help needed. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop at temple during day. The blaze is growing and people are evacuating, urgent help needed. Fire is conscious but injured and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Small spark grew into a blaze in storage room at temple evening, sirens needed and crowd control. Please send fire unit immediately.",fire
"I smell gas and there is hissing sound near the restaurant near station afternoon. Evacuating people now, need help fast, possible explosion risk. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"I smell gas and there is hissing sound near the restaurant in remote area afternoon. Evacuating people now, need help fast, possible explosion risk. Fire is stable but bleeding and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"There is thick black smoke coming from a guesthouse in market evening, residents coughing and trapped on first floor. Firefighters required now.",fire
"There is thick black smoke coming from a guesthouse in market early morning, residents coughing and trapped on first floor. Firefighters required now.",fire
"A tent caught fire at a camping site near the hill at tourist spot early morning, people burning belongings and some trapped. Help now, it's serious. Fire is severe and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery near station evening, multiple injured and fire spreading. Send ambulance and fire brigade urgently.",fire
"A vehicle caught fire on the highway near hotel during day, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is life-threatening and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"LPG cylinder exploded in a roadside eatery on highway early morning, multiple injured and fire spreading. Send ambulance and fire brigade urgently. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Flames in the temple complex at temple afternoon, devotees evacuating and smoke choking everyone. Need immediate firefighting response please. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A tent caught fire at a camping site near the hill in market at night, people burning belongings and some trapped. Help now, it's serious. Fire is minor and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"Electrical short caused sparks and flames in a market shop at temple afternoon. The blaze is growing and people are evacuating, urgent help needed. Fire is moderate and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
"A vehicle caught fire on the highway on highway afternoon, flames spreading to nearby trees. Emergency — firefighters needed asap, people trapped inside. Fire is spreading quickly and smoke is spreading; people are trapped on upper floors. Need firefighting team and evacuation now.",fire
